,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
822,2017-04-02,2782.575042840967,74070.33220534388,-2904.1741234728906,9526.55436134838,2782.575042840967,2782.575042840967,0.28233583853182403,0.28233583853182403,0.28233583853182403,0.0006093948344014122,0.0006093948344014122,0.0006093948344014122,0.2817264436974226,0.2817264436974226,0.2817264436974226,0.0,0.0,0.0,3568.1957008391973
823,2017-04-03,2785.94569003383,74070.33220534388,-2339.0415832717754,10254.385872818195,2785.94569003383,2785.94569003383,0.2810320037934635,0.2810320037934635,0.2810320037934635,0.0022477959797356515,0.0022477959797356515,0.0022477959797356515,0.2787842078137278,0.2787842078137278,0.2787842078137278,0.0,0.0,0.0,3568.8855897638005
824,2017-04-04,2789.320260471587,74070.33220534388,-2750.0479319199253,10148.432361173307,2789.320260471587,2789.320260471587,0.27364315443092624,0.27364315443092624,0.27364315443092624,-0.0017329910769076401,-0.0017329910769076401,-0.0017329910769076401,0.2753761455078339,0.2753761455078339,0.2753761455078339,0.0,0.0,0.0,3552.5986552651248
825,2017-04-05,2792.6987583334494,74070.33220534388,-2851.0018783514506,9977.249310544403,2792.6987583334494,2792.6987583334494,0.27295718358280535,0.27295718358280535,0.27295718358280535,0.001395659150883619,0.001395659150883619,0.001395659150883619,0.2715615244319217,0.2715615244319217,0.2715615244319217,0.0,0.0,0.0,3554.9859460033454
826,2017-04-06,2796.081187802134,74070.33220534388,-2770.062493680225,9750.757832763244,2796.081187802134,2796.081187802134,0.2662066943943808,0.2662066943943808,0.2662066943943808,-0.0011954409999984546,-0.0011954409999984546,-0.0011954409999984546,0.2674021353943793,0.2674021353943793,0.2674021353943793,0.0,0.0,0.0,3540.416718065254
827,2017-04-07,2799.4675530638683,74070.33220534388,-2618.6756483394906,10020.9052677806,2799.4675530638683,2799.4675530638683,0.26210110440557743,0.26210110440557743,0.26210110440557743,-0.0008595703835150971,-0.0008595703835150971,-0.0008595703835150971,0.2629606747890926,0.2629606747890926,0.2629606747890926,0.0,0.0,0.0,3533.2110904694878
828,2017-04-08,2802.8578583083986,74070.33220534388,-2555.6073474746263,10056.198822679124,2802.8578583083986,2802.8578583083986,0.25783430123898055,0.25783430123898055,0.25783430123898055,-0.0004648475046093965,-0.0004648475046093965,-0.0004648475046093965,0.25829914874358995,0.25829914874358995,0.25829914874358995,0.0,0.0,0.0,3525.53075567753
829,2017-04-09,2806.2521077289803,74070.33220534388,-2413.815160506182,9824.98226883493,2806.2521077289803,2806.2521077289803,0.25408673762180745,0.25408673762180745,0.25408673762180745,0.000609394834400165,0.000609394834400165,0.000609394834400165,0.25347734278740724,0.25347734278740724,0.25347734278740724,0.0,0.0,0.0,3519.283550726158
830,2017-04-10,2809.650305522384,74070.33220534388,-2471.0661612206836,9422.757175398245,2809.650305522384,2809.650305522384,0.25079919426103586,0.25079919426103586,0.25079919426103586,0.002247795979738902,0.002247795979738902,0.002247795979738902,0.24855139828129694,0.24855139828129694,0.24855139828129694,0.0,0.0,0.0,3514.308338302671
831,2017-04-11,2813.0524558888956,74070.33220534388,-3547.017201370935,9871.715572733165,2813.0524558888956,2813.0524558888956,0.24183954209867028,0.24183954209867028,0.24183954209867028,-0.0017329910769083425,-0.0017329910769083425,-0.0017329910769083425,0.24357253317557864,0.24357253317557864,0.24357253317557864,0.0,0.0,0.0,3493.359773720606
832,2017-04-12,2816.458563032318,74070.33220534388,-2678.2946838369994,9483.46667410978,2816.458563032318,2816.458563032318,0.23998159915085868,0.23998159915085868,0.23998159915085868,0.001395659150878719,0.001395659150878719,0.001395659150878719,0.23858593999997996,0.23858593999997996,0.23858593999997996,0.0,0.0,0.0,3492.3567929309434
833,2017-04-13,2819.868631159966,74070.33220534388,-3411.260928075005,9383.71197739384,2819.868631159966,2819.868631159966,0.23243444746719885,0.23243444746719885,0.23243444746719885,-0.0011954410000028007,-0.0011954410000028007,-0.0011954410000028007,0.23362988846720165,0.23362988846720165,0.23362988846720165,0.0,0.0,0.0,3475.303238373719
834,2017-04-14,2823.282664482673,74070.33220534388,-3058.719112661401,9711.075059326522,2823.282664482673,2823.282664482673,0.22787548348427716,0.22787548348427716,0.22787548348427716,-0.0008595703835078579,-0.0008595703835078579,-0.0008595703835078579,0.22873505386778503,0.22873505386778503,0.22873505386778503,0.0,0.0,0.0,3466.6395666644403
835,2017-04-15,2826.700667214792,74070.33220534388,-2595.3357475114626,9505.222407869727,2826.700667214792,2826.700667214792,0.2234592382176689,0.2234592382176689,0.2234592382176689,-0.00046484750460548663,-0.00046484750460548663,-0.00046484750460548663,0.22392408572227437,0.22392408572227437,0.22392408572227437,0.0,0.0,0.0,3458.353044979985
836,2017-04-16,2830.1226435741887,74070.33220534388,-3003.939947870883,10010.870065912171,2830.1226435741887,2830.1226435741887,0.21982081896971672,0.21982081896971672,0.21982081896971672,0.0006093948344080354,0.0006093948344080354,0.0006093948344080354,0.2192114241353087,0.2192114241353087,0.2192114241353087,0.0,0.0,0.0,3452.2425208694067
837,2017-04-17,2833.548597782249,74070.33220534388,-2864.1235085276276,9838.578644903113,2833.548597782249,2833.548597782249,0.21685116014234912,0.21685116014234912,0.21685116014234912,0.0022477959797421528,0.0022477959797421528,0.0022477959797421528,0.21460336416260697,0.21460336416260697,0.21460336416260697,0.0,0.0,0.0,3448.0068985310563
838,2017-04-18,2836.9785340638773,74070.33220534388,-2752.426844433981,9893.039433549313,2836.9785340638773,2836.9785340638773,0.20836537038202893,0.20836537038202893,0.20836537038202893,-0.0017329910769079667,-0.0017329910769079667,-0.0017329910769079667,0.2100983614589369,0.2100983614589369,0.2100983614589369,0.0,0.0,0.0,3428.1066170799627
839,2017-04-19,2840.4124566474984,74070.33220534388,-2835.4159671806747,9554.471912706107,2840.4124566474984,2840.4124566474984,0.20708322486797343,0.20708322486797343,0.20708322486797343,0.001395659150881756,0.001395659150881756,0.001395659150881756,0.20568756571709165,0.20568756571709165,0.20568756571709165,0.0,0.0,0.0,3428.6142281252255
840,2017-04-20,2843.850369765053,74070.33220534388,-2811.9992259532996,9811.310844545987,2843.850369765053,2843.850369765053,0.20016012112064746,0.20016012112064746,0.20016012112064746,-0.0011954409999923154,-0.0011954409999923154,-0.0011954409999923154,0.20135556212063976,0.20135556212063976,0.20135556212063976,0.0,0.0,0.0,3413.075804226224
841,2017-04-21,2847.2922776520036,74070.33220534388,-2619.529927853863,10213.763485387093,2847.2922776520036,2847.2922776520036,0.19622172500381588,0.19622172500381588,0.19622172500381588,-0.0008595703835006186,-0.0008595703835006186,-0.0008595703835006186,0.1970812953873165,0.1970812953873165,0.1970812953873165,0.0,0.0,0.0,3405.9928799629233
842,2017-04-22,2850.738184547335,74070.33220534388,-3147.606620082028,9858.221588006378,2850.738184547335,2850.738184547335,0.19237429862019448,0.19237429862019448,0.19237429862019448,-0.00046484750460157667,-0.00046484750460157667,-0.00046484750460157667,0.19283914612479605,0.19283914612479605,0.19283914612479605,0.0,0.0,0.0,3399.146943349435
843,2017-04-23,2854.1880946935535,74070.33220534388,-3198.164049282358,9729.744603051826,2854.1880946935535,2854.1880946935535,0.1892095201164024,0.1892095201164024,0.1892095201164024,0.0006093948343953896,0.0006093948343953896,0.0006093948343953896,0.188600125282007,0.188600125282007,0.188600125282007,0.0,0.0,0.0,3394.2276544124693
844,2017-04-24,2857.642012336679,74070.33220534388,-2645.2109166426135,9638.26004322135,2857.642012336679,2857.642012336679,0.18658094553742258,0.18658094553742258,0.18658094553742258,0.0022477959797423783,0.0022477959797423783,0.0022477959797423783,0.18433314955768018,0.18433314955768018,0.18433314955768018,0.0,0.0,0.0,3390.823561005919
845,2017-04-25,2861.0999417262656,74070.33220534388,-3095.8217419445955,9566.86271753314,2861.0999417262656,2861.0999417262656,0.17827336771352997,0.17827336771352997,0.17827336771352997,-0.001732991076907304,-0.001732991076907304,-0.001732991076907304,0.18000635879043728,0.18000635879043728,0.18000635879043728,0.0,0.0,0.0,3371.1578637027915
846,2017-04-26,2864.56188711538,74070.33220534388,-3165.6883880893943,9291.561446355614,2864.56188711538,2864.56188711538,0.17698409479335836,0.17698409479335836,0.17698409479335836,0.0013956591508814348,0.0013956591508814348,0.0013956591508814348,0.17558843564247692,0.17558843564247692,0.17558843564247692,0.0,0.0,0.0,3371.54377968605
847,2017-04-27,2868.027852760615,74070.33220534388,-2635.836282551729,9278.774495927302,2868.027852760615,2868.027852760615,0.1698544473051668,0.1698544473051668,0.1698544473051668,-0.0011954409999988308,-0.0011954409999988308,-0.0011954409999988308,0.17104988830516563,0.17104988830516563,0.17104988830516563,0.0,0.0,0.0,3355.175138547094
848,2017-04-28,2871.4978429220864,74070.33220534388,-2413.956067119804,9578.197531002232,2871.4978429220864,2871.4978429220864,0.16550468809347066,0.16550468809347066,0.16550468809347066,-0.0008595703835020403,-0.0008595703835020403,-0.0008595703835020403,0.1663642584769727,0.1663642584769727,0.1663642584769727,0.0,0.0,0.0,3346.7441977759804
849,2017-04-29,2874.971861863436,74070.33220534388,-3150.426684210578,9707.362148273009,2874.971861863436,2874.971861863436,0.16104437193022977,0.16104437193022977,0.16104437193022977,-0.00046484750460178104,-0.00046484750460178104,-0.00046484750460178104,0.16150921943483154,0.16150921943483154,0.16150921943483154,0.0,0.0,0.0,3337.9698996743164
850,2017-04-30,2878.4499138518268,74070.33220534388,-2967.9898952456138,9624.911344048984,2878.4499138518268,2878.4499138518268,0.15707692738906914,0.15707692738906914,0.15707692738906914,0.0006093948344032601,0.0006093948344032601,0.0006093948344032601,0.1564675325546659,0.1564675325546659,0.1564675325546659,0.0,0.0,0.0,3330.587981963002
851,2017-05-01,2881.932003157946,74070.33220534388,-3015.1957322806093,10005.879918412302,2881.932003157946,2881.932003157946,0.15347563100608594,0.15347563100608594,0.15347563100608594,0.0022477959797426042,0.0022477959797426042,0.0022477959797426042,0.15122783502634335,0.15122783502634335,0.15122783502634335,0.0,0.0,0.0,3324.2383358592447
852,2017-05-02,2885.4181340560067,74070.33220534388,-3001.096379890663,9641.835106951672,2885.4181340560067,2885.4181340560067,0.1440522455416078,0.1440522455416078,0.1440522455416078,-0.0017329910769066413,-0.0017329910769066413,-0.0017329910769066413,0.14578523661851445,0.14578523661851445,0.14578523661851445,0.0,0.0,0.0,3301.0690955932505
853,2017-05-03,2888.9083108237487,74070.33220534388,-2971.412964555991,9469.22075572365,2888.9083108237487,2888.9083108237487,0.14153736818018353,0.14153736818018353,0.14153736818018353,0.0013956591508811139,0.0013956591508811139,0.0013956591508811139,0.1401417090293024,0.1401417090293024,0.1401417090293024,0.0,0.0,0.0,3297.7967900516014
854,2017-05-04,2892.402537742438,74070.33220534388,-2629.29611083788,9518.259996051984,2892.402537742438,2892.402537742438,0.13311081644302722,0.13311081644302722,0.13311081644302722,-0.0011954409999883455,-0.0011954409999883455,-0.0011954409999883455,0.13430625744301555,0.13430625744301555,0.13430625744301555,0.0,0.0,0.0,3277.412601023218
855,2017-05-05,2895.9008190968625,74070.33220534388,-3006.058528010815,9488.54858051141,2895.9008190968625,2895.9008190968625,0.1274352998450999,0.1274352998450999,0.1274352998450999,-0.0008595703835048058,-0.0008595703835048058,-0.0008595703835048058,0.12829487022860472,0.12829487022860472,0.12829487022860472,0.0,0.0,0.0,3264.9408083001413
856,2017-05-06,2899.4031591753414,74070.33220534388,-3042.4823445647667,9490.746066587802,2899.4031591753414,2899.4031591753414,0.12166540157587924,0.12166540157587924,0.12166540157587924,-0.0004648475046084837,-0.0004648475046084837,-0.0004648475046084837,0.12213024908048772,0.12213024908048772,0.12213024908048772,0.0,0.0,0.0,3252.160208866783
857,2017-05-07,2902.9095622697178,74070.33220534388,-2833.1062781349806,8699.463234389636,2902.9095622697178,2902.9095622697178,0.11645072297547789,0.11645072297547789,0.11645072297547789,0.0006093948343906141,0.0006093948343906141,0.0006093948343906141,0.11584132814108727,0.11584132814108727,0.11584132814108727,0.0,0.0,0.0,3240.9554795284544
858,2017-05-08,2906.4200326753626,74070.33220534388,-2884.4593419242574,10040.70558928692,2906.4200326753626,2906.4200326753626,0.11171039256310746,0.11171039256310746,0.11171039256310746,0.002247795979737013,0.002247795979737013,0.002247795979737013,0.10946259658337044,0.10946259658337044,0.10946259658337044,0.0,0.0,0.0,3231.097355478807
859,2017-05-09,2909.9345746911745,74070.33220534388,-3388.9198862156345,9320.511755107751,2909.9345746911745,2909.9345746911745,0.10130025353277967,0.10130025353277967,0.10130025353277967,-0.0017329910769062656,-0.0017329910769062656,-0.0017329910769062656,0.10303324460968594,0.10303324460968594,0.10303324460968594,0.0,0.0,0.0,3204.7116848711917
860,2017-05-10,2913.453192619582,74070.33220534388,-3361.139287352906,9510.759760039678,2913.453192619582,2913.453192619582,0.09799181684280504,0.09799181684280504,0.09799181684280504,0.001395659150879572,0.001395659150879572,0.001395659150879572,0.09659615769192548,0.09659615769192548,0.09659615769192548,0.0,0.0,0.0,3198.947764250846
861,2017-05-11,2916.975890766539,74070.33220534388,-3229.54363350648,9552.736136343368,2916.975890766539,2916.975890766539,0.08900134701101223,0.08900134701101223,0.08900134701101223,-0.0011954409999948607,-0.0011954409999948607,-0.0011954409999948607,0.09019678801100708,0.09019678801100708,0.09019678801100708,0.0,0.0,0.0,3176.5906742434086
862,2017-05-12,2920.5026734415273,74070.33220534388,-3356.6446569939744,9242.810633504743,2920.5026734415273,2920.5026734415273,0.0830223649605452,0.0830223649605452,0.0830223649605452,-0.0008595703835075708,-0.0008595703835075708,-0.0008595703835075708,0.08388193534405276,0.08388193534405276,0.08388193534405276,0.0,0.0,0.0,3162.969712264238
863,2017-05-13,2924.033544957566,74070.33220534388,-3077.777287411333,9559.788259388617,2924.033544957566,2924.033544957566,0.07723362450838836,0.07723362450838836,0.07723362450838836,-0.000464847504615186,-0.000464847504615186,-0.000464847504615186,0.07769847201300355,0.07769847201300355,0.07769847201300355,0.0,0.0,0.0,3149.8672538187507
864,2017-05-14,2927.5685096311904,74070.33220534388,-3435.3285439548104,9493.022289513836,2927.5685096311904,2927.5685096311904,0.07230144272995553,0.07230144272995553,0.07230144272995553,0.0006093948343962035,0.0006093948343962035,0.0006093948343962035,0.07169204789555933,0.07169204789555933,0.07169204789555933,0.0,0.0,0.0,3139.235936568311
865,2017-05-15,2931.107571782476,74070.33220534388,-3273.3055045365563,9387.884242629736,2931.107571782476,2931.107571782476,0.06815360786010975,0.06815360786010975,0.06815360786010975,0.0022477959797460806,0.0022477959797460806,0.0022477959797460806,0.06590581188036368,0.06590581188036368,0.06590581188036368,0.0,0.0,0.0,3130.8731278255373
866,2017-05-16,2934.650735735023,74070.33220534388,-2822.3205088539567,9286.120316069135,2934.650735735023,2934.650735735023,0.0586461944488006,0.0586461944488006,0.0586461944488006,-0.001732991076906968,-0.001732991076906968,-0.001732991076906968,0.06037918552570757,0.06037918552570757,0.06037918552570757,0.0,0.0,0.0,3106.7568334222547
867,2017-05-17,2938.1980058159647,74070.33220534388,-3288.832015752672,9262.11747473499,2938.1980058159647,2938.1980058159647,0.05654238223163535,0.05654238223163535,0.05654238223163535,0.001395659150882609,0.001395659150882609,0.001395659150882609,0.05514672308075274,0.05514672308075274,0.05514672308075274,0.0,0.0,0.0,3104.3307205330398
868,2017-05-18,2941.749386355963,74070.33220534388,-3392.1450372661902,9346.09802830723,2941.749386355963,2941.749386355963,0.049041648510496465,0.049041648510496465,0.049041648510496465,-0.0011954409999939603,-0.0011954409999939603,-0.0011954409999939603,0.050237089510490426,0.050237089510490426,0.050237089510490426,0.0,0.0,0.0,3086.017625767601
869,2017-05-19,2945.304881689211,74070.33220534388,-2992.6108285086134,8859.346400721097,2945.304881689211,2945.304881689211,0.04481261442245739,0.04481261442245739,0.04481261442245739,-0.0008595703835003318,-0.0008595703835003318,-0.0008595703835003318,0.04567218480595772,0.04567218480595772,0.04567218480595772,0.0,0.0,0.0,3077.2916937089312
870,2017-05-20,2948.8644961534314,74070.33220534388,-3750.0350825763285,9274.76218091247,2948.8644961534314,2948.8644961534314,0.04100159126012883,0.04100159126012883,0.04100159126012883,-0.0004648475046153904,-0.0004648475046153904,-0.0004648475046153904,0.04146643876474422,0.04146643876474422,0.04146643876474422,0.0,0.0,0.0,3069.7726329062207
871,2017-05-21,2952.4282340898826,74070.33220534388,-2966.36697710704,9430.688338013426,2952.4282340898826,2952.4282340898826,0.03823569054726423,0.03823569054726423,0.03823569054726423,0.0006093948343949563,0.0006093948343949563,0.0006093948343949563,0.03762629571286927,0.03762629571286927,0.03762629571286927,0.0,0.0,0.0,3065.316366411549
872,2017-05-22,2955.9960998433503,74070.33220534388,-3269.1806661534742,10230.396825394899,2955.9960998433503,2955.9960998433503,0.036397699424479235,0.036397699424479235,0.036397699424479235,0.002247795979740489,0.002247795979740489,0.002247795979740489,0.03414990344473875,0.03414990344473875,0.03414990344473875,0.0,0.0,0.0,3063.5875573853814
873,2017-05-23,2959.568097762151,74070.33220534388,-2964.0407553948266,9253.58263474267,2959.568097762151,2959.568097762151,0.029294024053389454,0.029294024053389454,0.029294024053389454,-0.00173299107690767,-0.00173299107690767,-0.00173299107690767,0.031027015130297125,0.031027015130297125,0.031027015130297125,0.0,0.0,0.0,3046.2657568056393
874,2017-05-24,2963.144232198142,74070.33220534388,-3495.433715826853,9681.336973751946,2963.144232198142,2963.144232198142,0.02963476638149719,0.02963476638149719,0.02963476638149719,0.0013956591508777088,0.0013956591508777088,0.0013956591508777088,0.02823910723061948,0.02823910723061948,0.02823910723061948,0.0,0.0,0.0,3050.9563192740147
875,2017-05-25,2966.7245075067012,74070.33220534388,-3351.7431836288956,9453.880719911847,2966.7245075067012,2966.7245075067012,0.02456426973436794,0.02456426973436794,0.02456426973436794,-0.0011954409999983065,-0.0011954409999983065,-0.0011954409999983065,0.025759710734366247,0.025759710734366247,0.025759710734366247,0.0,0.0,0.0,3039.5999285366556
876,2017-05-26,2970.308928046748,74070.33220534388,-2934.4045804217503,9427.267263106367,2970.308928046748,2970.308928046748,0.022695377046663214,0.022695377046663214,0.022695377046663214,-0.0008595703835117581,-0.0008595703835117581,-0.0008595703835117581,0.023554947430174975,0.023554947430174975,0.023554947430174975,0.0,0.0,0.0,3037.7212091138385
877,2017-05-27,2973.897498180728,74070.33220534388,-2562.3876738766944,9259.157989751317,2973.897498180728,2973.897498180728,0.0211194101090905,0.0211194101090905,0.0211194101090905,-0.00046484750461148053,-0.00046484750461148053,-0.00046484750461148053,0.02158425761370198,0.02158425761370198,0.02158425761370198,0.0,0.0,0.0,3036.704459067205
878,2017-05-28,2977.4902222746264,74070.33220534388,-3076.2283928632696,9567.571334159968,2977.4902222746264,2977.4902222746264,0.020410695567614833,0.020410695567614833,0.020410695567614833,0.0006093948343937089,0.0006093948343937089,0.0006093948343937089,0.019801300733221124,0.019801300733221124,0.019801300733221124,0.0,0.0,0.0,3038.2628687570236
879,2017-05-29,2981.0871046979564,74070.33220534388,-3068.594762618578,8952.604524897193,2981.0871046979564,2981.0871046979564,0.020402802105406057,0.020402802105406057,0.020402802105406057,0.0022477959797407147,0.0022477959797407147,0.0022477959797407147,0.018155006125665344,0.018155006125665344,0.018155006125665344,0.0,0.0,0.0,3041.909634954087
880,2017-05-30,2984.6881498237653,74070.33220534388,-3383.725072584944,9351.364858915245,2984.6881498237653,2984.6881498237653,0.014857756220706477,0.014857756220706477,0.014857756220706477,-0.0017329910769070076,-0.0017329910769070076,-0.0017329910769070076,0.016590747297613485,0.016590747297613485,0.016590747297613485,0.0,0.0,0.0,3029.033918748678
881,2017-05-31,2988.293362028637,74070.33220534388,-3365.409547656221,9511.121488084558,2988.293362028637,2988.293362028637,0.01644726939956265,0.01644726939956265,0.01644726939956265,0.001395659150879525,0.001395659150879525,0.001395659150879525,0.015051610248683126,0.015051610248683126,0.015051610248683126,0.0,0.0,0.0,3037.4426279988475
882,2017-06-01,2991.902745692685,74070.33220534388,-3413.765585124361,9702.717260973444,2991.902745692685,2991.902745692685,0.012284283185778408,0.012284283185778408,0.012284283185778408,-0.0011954409999974061,-0.0011954409999974061,-0.0011954409999974061,0.013479724185775813,0.013479724185775813,0.013479724185775813,0.0,0.0,0.0,3028.656126285082
883,2017-06-02,2995.516305199562,74070.33220534388,-3665.759387375706,9433.249097301637,2995.516305199562,2995.516305199562,0.010958051295338585,0.010958051295338585,0.010958051295338585,-0.0008595703835045189,-0.0008595703835045189,-0.0008595703835045189,0.011817621678843104,0.011817621678843104,0.011817621678843104,0.0,0.0,0.0,3028.341326527962
884,2017-06-03,2999.134044936446,74070.33220534388,-3131.821685310466,9502.755011370617,2999.134044936446,2999.134044936446,0.009544747377754513,0.009544747377754513,0.009544747377754513,-0.0004648475046010725,-0.0004648475046010725,-0.0004648475046010725,0.010009594882355585,0.010009594882355585,0.010009594882355585,0.0,0.0,0.0,3027.760021747388
885,2017-06-04,3002.7559692940613,74070.33220534388,-3334.2428490722796,9186.528508076999,3002.7559692940613,3002.7559692940613,0.008612409720701849,0.008612409720701849,0.008612409720701849,0.000609394834392462,0.000609394834392462,0.000609394834392462,0.008003014886309386,0.008003014886309386,0.008003014886309386,0.0,0.0,0.0,3028.616933992905
886,2017-06-05,3006.382082666657,74070.33220534388,-2896.343422550137,9181.697076386345,3006.382082666657,3006.382082666657,0.007997378519778225,0.007997378519778225,0.007997378519778225,0.0022477959797381477,0.0022477959797381477,0.0022477959797381477,0.0057495825400400765,0.0057495825400400765,0.0057495825400400765,0.0,0.0,0.0,3030.425258156821
887,2017-06-06,3010.0123894520184,74070.33220534388,-3375.842665349915,9589.76118715356,3010.0123894520184,3010.0123894520184,0.0014734900829287806,0.0014734900829287806,0.0014734900829287806,-0.0017329910769079962,-0.0017329910769079962,-0.0017329910769079962,0.003206481159836777,0.003206481159836777,0.003206481159836777,0.0,0.0,0.0,3014.4476128573688
888,2017-06-07,3013.646894051469,74070.33220534388,-3016.3988505044604,9022.885743129866,3013.646894051469,3013.646894051469,0.0017330634706799594,0.0017330634706799594,0.0017330634706799594,0.0013956591508758462,0.0013956591508758462,0.0013956591508758462,0.00033740431980411323,0.00033740431980411323,0.00033740431980411323,0.0,0.0,0.0,3018.8697353970783
889,2017-06-08,3017.2856008698645,74070.33220534388,-3048.777431987978,9070.33565655512,3017.2856008698645,3017.2856008698645,-0.004082005655521123,-0.004082005655521123,-0.004082005655521123,-0.0011954409999965058,-0.0011954409999965058,-0.0011954409999965058,-0.0028865646555246175,-0.0028865646555246175,-0.0028865646555246175,0.0,0.0,0.0,3004.9690239827914
890,2017-06-09,3020.928514315596,74070.33220534388,-3137.426600287408,9150.250637362153,3020.928514315596,3020.928514315596,-0.007345811312911225,-0.007345811312911225,-0.007345811312911225,-0.0008595703835072846,-0.0008595703835072846,-0.0008595703835072846,-0.006486240929403941,-0.006486240929403941,-0.006486240929403941,0.0,0.0,0.0,2998.7373434596407
891,2017-06-10,3024.575638800586,74070.33220534388,-2917.9022362867922,9378.035878411469,3024.575638800586,3024.575638800586,-0.01093865669648695,-0.01093865669648695,-0.01093865669648695,-0.0004648475046118895,-0.0004648475046118895,-0.0004648475046118895,-0.01047380919187506,-0.01047380919187506,-0.01047380919187506,0.0,0.0,0.0,2991.490844235189
892,2017-06-11,3028.2269787403025,74070.33220534388,-3485.77230385999,9639.329691358344,3028.2269787403025,3028.2269787403025,-0.014243093080682884,-0.014243093080682884,-0.014243093080682884,0.0006093948343980514,0.0006093948343980514,0.0006093948343980514,-0.014852487915080936,-0.014852487915080936,-0.014852487915080936,0.0,0.0,0.0,2985.095660012669
893,2017-06-12,3031.8825385537343,74070.33220534388,-3334.6658552708773,9123.9640518257,3031.8825385537343,3031.8825385537343,-0.01736859644246502,-0.01736859644246502,-0.01736859644246502,0.002247795979738374,0.002247795979738374,0.002247795979738374,-0.019616392422203394,-0.019616392422203394,-0.019616392422203394,0.0,0.0,0.0,2979.222994280638
894,2017-06-13,3035.5423226634193,74070.33220534388,-3500.4088940462498,9211.226316406783,3035.5423226634193,3035.5423226634193,-0.026483588591820772,-0.026483588591820772,-0.026483588591820772,-0.0017329910769073337,-0.0017329910769073337,-0.0017329910769073337,-0.024750597514913437,-0.024750597514913437,-0.024750597514913437,0.0,0.0,0.0,2955.1502686369413
895,2017-06-14,3039.206335495417,74070.33220534388,-3110.337795767194,9352.930606245325,3039.206335495417,3039.206335495417,-0.02883573649176778,-0.02883573649176778,-0.02883573649176778,0.0013956591508788832,0.0013956591508788832,0.0013956591508788832,-0.030231395642646663,-0.030231395642646663,-0.030231395642646663,0.0,0.0,0.0,2951.56858246096
896,2017-06-15,3042.8745814793356,74070.33220534388,-3619.787796220354,9362.649726542733,3042.8745814793356,3042.8745814793356,-0.037222183049108286,-0.037222183049108286,-0.037222183049108286,-0.0011954409999956053,-0.0011954409999956053,-0.0011954409999956053,-0.03602674204911268,-0.03602674204911268,-0.03602674204911268,0.0,0.0,0.0,2929.6121468120327
897,2017-06-16,3046.5470650483107,74070.33220534388,-3363.85776217306,8753.50814276629,3046.5470650483107,3046.5470650483107,-0.04295644448889106,-0.04295644448889106,-0.04295644448889106,-0.0008595703834987016,-0.0008595703834987016,-0.0008595703834987016,-0.04209687410539236,-0.04209687410539236,-0.04209687410539236,0.0,0.0,0.0,2915.678235165769
898,2017-06-17,3050.2237906390133,74070.33220534388,-3397.320632977035,9493.375350527935,3050.2237906390133,3050.2237906390133,-0.048859935743373856,-0.048859935743373856,-0.048859935743373856,-0.00046484750460797954,-0.00046484750460797954,-0.00046484750460797954,-0.04839508823876587,-0.04839508823876587,-0.04839508823876587,0.0,0.0,0.0,2901.190052225481
899,2017-06-18,3053.904762691655,74070.33220534388,-3469.541778796226,9261.536104312949,3053.904762691655,3053.904762691655,-0.054259259739009906,-0.054259259739009906,-0.054259259739009906,0.0006093948343876863,0.0006093948343876863,0.0006093948343876863,-0.05486865457339759,-0.05486865457339759,-0.05486865457339759,0.0,0.0,0.0,2888.202150954569
900,2017-06-19,3057.589985649978,74070.33220534388,-3040.976663956435,9486.438614657245,3057.589985649978,3057.589985649978,-0.05921205070518209,-0.05921205070518209,-0.05921205070518209,0.0022477959797385996,0.0022477959797385996,0.0022477959797385996,-0.06145984668492069,-0.06145984668492069,-0.06145984668492069,0.0,0.0,0.0,2876.5438123840145
901,2017-06-20,3061.279463961262,74070.33220534388,-3211.5963036041953,9554.152439962752,3061.279463961262,3061.279463961262,-0.06984005286337701,-0.06984005286337701,-0.06984005286337701,-0.0017329910769083223,-0.0017329910769083223,-0.0017329910769083223,-0.06810706178646869,-0.06810706178646869,-0.06810706178646869,0.0,0.0,0.0,2847.479544368637
902,2017-06-21,3064.973202076319,74070.33220534388,-3510.0092863450236,8848.246725894263,3064.973202076319,3064.973202076319,-0.07335034609060513,-0.07335034609060513,-0.07335034609060513,0.001395659150880699,0.001395659150880699,0.001395659150880699,-0.07474600524148584,-0.07474600524148584,-0.07474600524148584,0.0,0.0,0.0,2840.156356945591
903,2017-06-22,3068.6712044495075,74070.33220534388,-3350.821327986793,9096.347885562816,3068.6712044495075,3068.6712044495075,-0.08250635355338834,-0.08250635355338834,-0.08250635355338834,-0.0011954409999999516,-0.0011954409999999516,-0.0011954409999999516,-0.08131091255338839,-0.08131091255338839,-0.08131091255338839,0.0,0.0,0.0,2815.4863331160946
904,2017-06-23,3072.373475538706,74070.33220534388,-3437.804489885342,8934.65162611453,3072.373475538706,3072.373475538706,-0.08859535229313652,-0.08859535229313652,-0.08859535229313652,-0.000859570383501467,-0.000859570383501467,-0.000859570383501467,-0.08773578190963506,-0.08773578190963506,-0.08773578190963506,0.0,0.0,0.0,2800.1754650972657
